Curhat,Judul,Link,Topic,Keluarga,Percintaan,Anak Remaja,Pengembangan Diri,Trauma,Phobia,Masalah Emosi,Bullying,Bukan Psikologi
dok kelas 3 sebulan diserang emosis panik gelisah perasaan aman sedih kaget sesak nafas menyerang bersamaan mengerjakan santai terserang emosi sebutkan pikir bertahap sedih smp anggap pikir mungkin jarang kelamaan bertambah perasaan sedih kelas 1 sakit ringan sembuh sembuh bolak dokter tipes usia muda 15 rekam jantung suka degdegan kencang puncak nya diserang emosi panik alasan reaksi berbeda kini panik alasan nafas sesak lemas gemetar sulit menangis gampang menangis dok menonton film adegan sedih menangis mudah tersinggung gak depresi kan dok badan normal,"Penyebab mood swing, mudah marah, gelisah dan sesak napas",https://www.alodokter.com/komunitas/topic/apakah-saya-depresi-950b5b,Depresi,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
salam dok remaja mengalami pelecehan seksual ayah kejadian takut laki laki pendiam memendam emosi melakukan menyakiti emosional terlampiaskan memilih menjauh rumah merantau kota pikiran terlintas trauma seksual sensitif ketakutan melihat seksual laki laki menangis berpikir kelak memiliki keluarga ketakutan laki laki tindakannya terimakasih dok,Rasa takut dan cemas dengan riwayat pelecehan seksual masa lalu,https://www.alodokter.com/komunitas/topic/bagaimana-mengatasi-kecemasan-seks-di-masa-depan-,Depresi,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
hallo dok sinta umur 24 sedih menangis tidur iba berpikiran negatif tidur tidur dibawah jam 3 pagi marah sedih emosi lega memotong rambut perasaan muncul amp mencoba menyakiti tenang perasaan menyesal samasekali ditambh lelah membuat stress gejala depresi solusi membuat perasaan tenang perasaan,"Penyebab dan solusi mengatasi sering sedih, merasa sendirian dan susah tidur",https://www.alodokter.com/komunitas/topic/depresi-atau-bukan--,Depresi,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
halo dok membayangkan dalam bahaya sadar misalkan menuruni tangga kebiasaan suka merencanakan melakukan nya menuruni tangga terbesit bahaya jatuh tersandung berdarah lompat anak tangga kebawah hingga kaki potong apapun membuat dlm keadaan bahaya sadis memiliki sifat perfectsionis merencanakan menerus melakukan lakukan mengunci pintu menutup gorden mencabut chargeran mematikan air dikamar mandi penyakit jiwa takut membuat kepala sakit pusing pikiran berbahaya capek melakukan berulang sadar terimakasih menjawab nya dok,"Sering membayangkan diri dalam bahaya, dan hal yang bersifat sadis",https://www.alodokter.com/komunitas/topic/apakah-ini-penyakit-jiwa--,Depresi,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hallo dok heniakhir bingung sulit konsentrasi menghindari teman teman jarang bersosial terkadang melihat keadaan acuh acuh benar salah gejala depresi terima kasih,Sering bingung dan sulit kosenterasi apakah gejala depresi?,https://www.alodokter.com/komunitas/topic/gejala-depresi1b90ad,Depresi,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
halo dok kecil tua sekolah kesenangan pergaulan jurusan perkuliahan suka berbicara diharuskan berbicara menuntut hasil prosesnya lelah tuntutan melakukan menolak melakukan menyesal mengadu dianggap remeh orang2 melakukan terbaik mengucapkan kalimat 3x sehari tertekan seakan mengecewakan merasakan gejala depresi mengabaikan lakukan ditahap kuliah berulang sekolah mungkin smp minum deterjen berguna minum obat rumah sakit dosis dalam berguna setahun suka memukul kepala tembok menarik rambut pusing mendengar kalimat berulang kerjakan proposalmu cepat selesai rajin mengerjakannya mengabaikannya revisi wajar dosen pembimbing perfeksionis tua mengerti sains disamakan sosial berulang pengertian diam menerima seakan hilang tua lebar kosong menangis jari tersayat pisau perih gatal geli terkadang dalam keadaan normal membaca novel menangis tangisi sesak melamun 4tahun dokter keadaan psikiater,Ciri-ciri gejala depresi dan penangananya,https://www.alodokter.com/komunitas/topic/kepribadiankah--,Depresi,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
assalamualaikum dok cerita akrab nenek keadaan nenek keluarga bingung kesal berpapasan nenek kesal nenek kadang alasan nenek memang nya cerewet benar puas memaklumi nya mungkin tua kebal nenek membanding bandingkan ibu anaknya menolak pemberian nenek uang gak utang budi diungkit ungkit rumah jujur stress leluasa apa2 dirumah pendiam cenderung mengunci kamar malas berkomunikasi nenek jujur bingung dok nya emosi teralihkan stress berbuat,Cara mengalihkan perasaan tidak senang terhadap orang lain,https://www.alodokter.com/komunitas/topic/mengalihkan-emosi,Gangguan kecemasan sosial,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
alo dok selamat malam umur dibawah 17 cerita keluhan takut cemas cemas takut duluan dok kecil ceria layaknya anak anak tumbuh puber pemalu takut salah tingkah tumbuh menginjak usia remaja takut kebanyakan berdiam rumah keluar sekolah keluar rumah takut cemas bertambah keramaian terdekat takut berkurang terdekat mama teman ketakutan laki laki sekolah kelas sekolah teman perempuan takut menatap guru kontak mata nyaman mengalihkan pandangan suka mengobrol bertatap mata alihkan pandangan menunduk berpura pura melihat arah bingung kenal jarang temui bingung menyapa abaikan menyapa takut menyapa setelahnya memikirkan salah iya sopan iya pokoknya terlintas benak kira kira dok takut cemas alami mungkin ketik mungkin mohon ditanggapi iya dok terimakasih,Takut berinteraksi dengan orang lain dan merasa cemas ketika berhadapan dengan orang lain,https://www.alodokter.com/komunitas/topic/apakah-merasa-takut-pada-orang-lain--selain-keluarga-dan-teman,Gangguan kecemasan sosial,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
halo dok berumur 19 canggung lingkungan canggung keluarga mencoba bersosialisasi bergabung organisasi berjalan mulus meskipun bergabung canggung cemas berlebih terkait kecemasan melamar pekerjaan canggung memikirkan muncul fikiran fikiran negatif menggangu menyalahkan tindakan lakukan,Sering merasa canggung dengan lingkungan sekitar,https://www.alodokter.com/komunitas/topic/kenapa-saya-selalu-merasa-canggung-dalam-segala-situasi--,Gangguan kecemasan sosial,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
halo dok usia 21 aneh berubah rumah diberhentikan mungkin pendiam terpuruk menyalahkan cemas fokus bingung canggung nyaman melihat ceria memiliki dituntut bicara mencoba berubah memang perubahan aneh mood mengerjakan semangat memandang aneh bingung mengatasi normal bertahan kerja,"Merasa cemas saat bekerja, tidak fokus dan canggung bertemu orang baru",https://www.alodokter.com/komunitas/topic/merasa-diri-sendiri-aneh,Gangguan kecemasan sosial,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hallo dok ananda gelisah ingat kejadian masalalu kejadian masalalu pertemanan mungkin tepatnya bullying membuat menangis takut kaki kiri kejang tuh perasaan mengenal teman kenal panik takut kejadian terulang suka menyendiri membuat nyaman lakukan tenang,"Gelisah tanpa sebab, panik, dan menangis serta takut ketika mengingat suatu kejadian ",https://www.alodokter.com/komunitas/topic/trauma85f909,Gangguan kecemasan sosial,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
siang dok saran tuh kaya kena fobia sosial gejalaxa rasakan mengganggu dikala intraksinya disaat mengungkapkan utarakan lidahnya trasa kelu sulit berintraksi kesulitan berbicara bicara tertahan kesannya tuh kaya pendiam pemalu kesulitan ngobrol sulit mengexpresikan tu kaya kepercayaandiri dalam nyaman menyendiri ketimbang suka didalam kamar keluar disuruh main keluar milih mengurung nyaman banget sih pribadi,Sulit berinteraksi dengan orang lain karena kesulitan berbicara,https://www.alodokter.com/komunitas/topic/psikis00e926,Gangguan kecemasan sosial,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
halo dok gemetaran takut suhu badan berubah dingin tangan nya berkeringat pikiran nyaman ujian diskusi kira kira iya dok terimakasih,"Sering gemetaran, tubuh menjadi dingin, tangan berkeringat, dan pikiran tidak nyaman",https://www.alodokter.com/komunitas/topic/serangan-panikec5dcc,Gangguan kecemasan sosial,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
alo dokter perempuan usia 23 usia dicoba dikenalkan lelaki denial bilang terpikirkan berkenalan gak nyaman jari otomatis dingin normal sebenernya sembuhkan dok dalam 3 mengikhlaskan,Jari terasa dingin ketika akan berkenalan dengan orang baru,https://www.alodokter.com/komunitas/topic/jari-terasa-dingin-ketika-akan-dikenalkan-dengan-lelaki,Gangguan kecemasan sosial,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
halo dok perempuan berusia 23 dibidang retail mengharuskan sibuk memiliki kebiasaan membuat terganggu overthinking mengecek berulang sadar melakukan mengeceknya membuat hati pikiran tenang kalanya berusaha melupakan mengecek lakukan mematikan kompor lain-lain terpikirkan cemas tidur dibeberapa kasus kaki dingin jantung berdebar debar kencang sakit hampir pingsan terganggu membuat tenang gejala ocd membacanya internet gejala ocd mirip kebiasaan mohon kejelasannya dok terima kasih,"Selalu berfikiran berlebih, rasa cemas, dan sulit tidur",https://www.alodokter.com/komunitas/topic/apakah-ini-gangguan-kejiwaan-,Gangguan kecemasan sosial,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
dok perempuan berusia 20 takut pergi keluar rumah pergi resepsi pernikahan senang takut memperhatikan hingga menilai penampilan berbicara membicarakan berbisik bisik berbicara mengenal menghina menyukai menyalahkan menyalahkan melakukan lakukan bandingkan bertengkar salah mengalami mood turun suka berteriak tertawa menangis kehilangan semangat melakukan dalam perubahan cepat berpikir maksud detik otak berhenti memikirkan negatif imajinasi imajinasi khawatir menikmati kini tertidur nyenyak tidur nyenyak bangun lelah npapakah menemui psikiater psikolog,"Penanganan saat takut berlebihan, seperti terus diperhatikan, dibicarakan, dan dinilai jelek",https://www.alodokter.com/komunitas/topic/perlukah-saya-mendatangi-psikiater-atau-psikolog-,Gangguan kecemasan sosial,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
dok pergi keluar orangnya gelisah mual sesak nafas menepi sepi mengatur nafas terkadang muntah jam keadaan membaik ramai iya dok mengerti berubah 180 penjelasannya,Merasa tidak nyaman saat berada di tempat ramai,https://www.alodokter.com/komunitas/topic/tidak-nyaman-di-tempat-publik,Gangguan kecemasan sosial,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
dokter kecil memang dibatasi berinteraksi teman smp hampir mengikuti rekreasi sekolah mengikuti wisuda kuliah merasakan kumpul teman wisuda berkumpul kartar remas cemas hingga selesai suka bagian akuntan npkira iya dokter mengatasi kecemasan terima kasih,Merasa cemas dan merasa tidak aman ketika berkumpul dengan banyak orang,https://www.alodokter.com/komunitas/topic/cemas-dan-merasa-tdk-aman-saat-berkumpul-banyak-orang,Gangguan kecemasan sosial,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
halo dokter kecemasan tua meninggal berpikir bunuh melukai berguna mengendalikan pikiran memukul teman depresi melakukan vonis ditempat ramai nyaman mudah sesak berkeringat tangan kaki dingin tubuh panas iya dokter mohon dijawab,"Muncul perasaan tidak berguna, sesak napas, cemas dan keringat berlebih",https://www.alodokter.com/komunitas/topic/apakah-saya-depresi-a39891,Gangguan kecemasan sosial,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
selamat pagi dok dok semalam dichat isinya mungkin kaya efek membuat kaya panik gak membalas chatnya chat degdegan susah napas gelisah panik barusan chat manggil udh panik gak gemetaran ssya mikir mendadak blank jantung deg degan gelisah iya dok terimakasih,Rasa cemas berlebihan tanpa tahu hal yang jelas,https://www.alodokter.com/komunitas/topic/dok-kenapa-saya-degdegan--susah-napas-karena-cuman-dichat---,Gangguan kecemasan sosial,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
dok suara ajak bicara terdengar grogi ajak bicara membuat malu kaya tertekan iya dok,Suara terdengar seperti grogi dan malu ketika diajak berbicara seperti tertekan,https://www.alodokter.com/komunitas/topic/kenapa-suara-bisa-berubah-dan-terkesan-seperti-orang-sedang-grogi-,Gangguan kecemasan sosial,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
halo dok berumur 13 ketakutan menyalahkan percaya susah tidur takut keluar rumah takut berinteraksi keluarga umur 10 dilecehkan teman diomongin buruk keluarga bercerita bersikap acuh iri sepupu diperlakukan spesial heran membenci berinteraksi jarang salah caranya dok normal,"Sering ketakutan, menyalahkan diri sendiri, kurang percaya diri, dan susah tidur",https://www.alodokter.com/komunitas/topic/gangguan-kecemasan-sosial1edef8,Gangguan kecemasan sosial,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
permisi dok mengalami kecemasan ketakutan kekhawatiran berlebihan cemas membuat imun tubuh menurun rentan terserang penyakit,Cara mengatasi cemas dan takut yang berlebihan,https://www.alodokter.com/komunitas/topic/terlalu-cemas,Gangguan kecemasan sosial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
dok merasakan gejala dikter jelaskan bipolar suka tiba2 dunia tenang banget tiba2 depresi suka marah2 kadang suka percaya banget fisik kemampuan tiba2 suka insecure kayak gak ngapa kena gangguan bipolar dok,Penyebab mood swing dan merasa tidak percaya diri,https://www.alodokter.com/komunitas/topic/apakah-saya-bipolar-8e7890,Gangguan kecemasan sosial,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
dok hampir 1 gelisah panik melihat notifikasi chat whatsapp hilang timbul timbul gemetar sesak napas jantung berdebar kencang otot tegang mual sebulan berangsur angsur hilang mengatasinya terima kasih dok,Merasa gelisah dan panik ketika melihat notifikasi sosial media,https://www.alodokter.com/komunitas/topic/gelisah-dan-panik-saat-melihat-notifikasi-chat,Gangguan kecemasan sosial,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
mengalami gangguan depresi memburuk kacau kuliah hingga sosial cintapun bergairah memulai aneh mengisolasi takut chat whatsapp mengajak nongkrong kadang app paksa henti anak nongkrong normal,Penanganan saat mengalami depresi dan paranoid,https://www.alodokter.com/komunitas/topic/dari-mana-seseorang-harus-ke-psikiater,Gangguan kecemasan sosial,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
dok takutan menampilkan kuliah stres banget gabisa tidur penyebabnya kira2 iya nyampe mikir suicidal attempt,Penyebab rasa panik dan cemas berlebihan saat tampil di depan umum,https://www.alodokter.com/komunitas/topic/panik-gugup-berlebihan,Gangguan kecemasan sosial,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
hallo dok iya dok ngobrol nya perkataan menyakiti hati atw iya iya memikirkan membuat gaenak hati menyakiti hati perkataan pusing terima kasih dok,Rasa cemas dan takut menyakiti hati saat berbicara,https://www.alodokter.com/komunitas/topic/apakah-ini-tanda-kecemasan-berlebihan-,Gangguan kecemasan sosial,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
halo dok umur 16 takut khawatir nervous panggung keluar rumah agak temani tua teman teman menemani jarang teman suruh ijin tua perasaan mengganggu takut khawatir melakukan terbayang banyang normal dok,Penyebab sering merasa cemas saat keluar rumah sendirian,https://www.alodokter.com/komunitas/topic/takut--canggung--dan-gelisah-keluar-rumah-tanpa-orang-tua-dan,Gangguan kecemasan sosial,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
dokter sedih berguna berinteraksi malu berbicara takut risih mengurung dikamar seharian menangis memukul kepala menjambak rambut menganggap aneh memiliki semangat dalam aktivitas sehari tubuh lemas melakukan aktivitas nafsu makan turun memiliki gangguan mental dok,"Sering merasa tidak berguna, sulit berinteraksi dengan orang lain dan sering menyakiti diri sendiri",https://www.alodokter.com/komunitas/topic/mental-health7a37a6,Gangguan kecemasan sosial,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
dok 8 takut mengikuti mengundang gelisah disekitar takut kesepian rela melakukan kesepian,"Takut saat harus berinteraksi dengan banyak orang, namun juga takut kesepian",https://www.alodokter.com/komunitas/topic/gangguan-mentalfbf9fc,Gangguan kecemasan sosial,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
halo dokter mahasiswi menginap avpd sad diagnosis profesional menghindar perkumpulan sosial memasuki perkumpulan terbayang lakukan dalam forum reaksi dalam forum sikap dalam skenario diam mendengar katakan dalam forum berbisik pendiam aneh lain-lain suka keadaan cemas menghindari keadaan sisi sadar overthinking pikirkan menghindari keadaan cemas aneh penyendiri lain-lain pengidap avpd sad mengalami keadaan sadar overthinking pengidap avpd sad melakukan interaksi sosial perbedaan signifikan avpd sad segi perilaku,Perbedaan Avoidant Personality Disorder dan Social Anxiety Disorder?,https://www.alodokter.com/komunitas/topic/perbedaan-avoidant-personality-disorder-dan-social-anxiety-disorder-,Gangguan kecemasan sosial,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
selamat sore dok merasakan sakit bagian leher solat pandangan dipaksa leher menghadap kiri coba lawan sakit sepekan parah merasakan sakit gejala gugup tangan tremor gejala membuat malu leher dipaksa menghadap kiri penjelasan nya dok penyakit serius,Sakit leher saat menghadap ke kiri disertai gugup dan tremor saat di tempat ramai,https://www.alodokter.com/komunitas/topic/penyakit-apakah-ini--30ae30,Gangguan kecemasan sosial,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
dok menggigil perbincangan iya dok kedinginan gemetar dalam tubuh hingga perbincangan,Rasa menggigil saat berbincang dengan orang lain,https://www.alodokter.com/komunitas/topic/merasa-menggigil-saat-berbincang,Gangguan kecemasan sosial,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
dok menderita gangguan kecemasan sosial 2018 narapidana periksa klinik lembaga pemasyarakatan klinik menyediakan obat2 penyakit iya dok penyakit sungguh sangat2 menggangu aktifitas keseharian kehilangan jati sakit,Menderita gangguan kecemasan sosial hingga mengganggu aktivitas dan kehilangan jati diri,https://www.alodokter.com/komunitas/topic/bolehkah-berobat-ke-psikiater-tanpa-pasien-harus-hadir-atau-di,Gangguan kecemasan sosial,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
assalamu alaikum izin mengalami kecelakaan berkendara mengakibatkan dilarikan rumah sakit rumah sakit mengalami koma sikap sifat serasa berbeda mengidap anxiety disorder berkumpul memilih menjauh suka menyendiri berbeda suka berkumpul bergabung trauma massa berhubung sembuh beraktivitas mengalami cobaan diantaranya dijauhi teman sekolah teman desa kerabat mungkin sikap sifat berbeda lakukan,Penyebab fobia sosial pasca kecelakaan,https://www.alodokter.com/komunitas/topic/fobia-sosial17a237,Gangguan kecemasan sosial,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
selamat siang izin saran berterima kasih mahasiswa keadaan normal suka menghabiskan rumah cenderung sepi diskusi suka dalam skala kecil tsb membuat paham semenjak keadaan jarang keluar rumah paham mikroba membahayakan tergantung sifatnya membuat sulit berkonsentrasi rumah sensitif suara mengenali suara tsb membuat terkadang tergganggu membuat sulit konsentrasi aturan2 rumah alternatif memutuskan rumah alasan logis which sadly rejected by them cemas tsb coba konsumsi makanan mengandung antidepresan but that feels are coming repeatedly,Cara mengatasi gangguan kecemasan dan keinginan untuk hidup menyendiri,https://www.alodokter.com/komunitas/topic/anxious,Gangguan kecemasan sosial,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
dok semenjak pindah rumah kesepian merasakan emosi meningkat pelupa malas susah bergaul fokus berkurang jugak mengalami perubahan perilaku rumah terimakasih,Penyebab perubahan sikap saat pindah rumah,https://www.alodokter.com/komunitas/topic/sering-lupa6ae9f0,Gangguan kecemasan sosial,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
halo dok perempuan usia 24 mengalami kesulitan bergaul kanak kanak mengabaikannya dewasa parah badan gemetar berkeringat dingin mual parah berhadapan sekelompok pusat perhatian mengalami bullying parah smp semenjak takut pikir dewasa mencoba bersosialisasi membaik keadaan bertambah parah dok mengatasinya,"Kesulitan bergaul, gemetar, berkeringat dingin, dan mual saat berhadapan dengan orang lain",https://www.alodokter.com/komunitas/topic/takut-dengan-orang,Gangguan kecemasan sosial,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
dok orgnya mudah bergaul teman orgnya ramah mudah beradaptasi mengalami perasaan cemas dilingkungan disekitar menjudge membuat down dok perkataannya fikir iri takut seceria dok mengatasi tsb dok,Perasaan cemas di lingkungan tempat tinggal,https://www.alodokter.com/komunitas/topic/fobia-sosial-karena-judge-netizen,Gangguan kecemasan sosial,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
halo dok iya enggan bersosial disekitar bersosial mood dok memilih diam berbicara sekeliling laki laki dok terganggu laki berusaha ngobrol tertekan laki laki berusaha mendekati fisik duduk sebelah cari berjarak pundak pegang gelisah nyaman menangis konteks memegang ngobrol nyaman dok nya,Enggan bersosialisasi dengan orang di sekitar,https://www.alodokter.com/komunitas/topic/enggan-bersosial,Gangguan kecemasan sosial,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
halo antares siswi kelas 3 takut percakapan manggil bicara duluan ditanya panggil butuh keberanian takut bicara teman teman sekolah smp masuk takut bicara manggil panggil mengayunkan tangan hingga melihat bicara takut berangkat sekolah banget bolos ketinggalan pelajaran mengingat sekolah deg degan sakit perut takut gemeteran malam ingat besok masuk sekolah ketakutan enggal alasannya takut banget sekolah daring ketakutan beda takut lihat notif wa menyimpan nomor keluarga teman sekolah guru takut lihat notif wa takut pesan berhubungan sekolah perut melilit deg degan diare gara gara pesannya pesan menakutkan semacamnya pesan kadang membukannya takut informasi tugas pesan dokter terima kasih membaca,Takut untuk memulai percakapan dan memanggil seseorang,https://www.alodokter.com/komunitas/topic/takut-buat-mulai-percakapan-atau-memanggil-seseorang-dan-takut-berangkat,Gangguan kecemasan sosial,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
alo dok selamat pagi wanita umur 20 bertanyajadi training magang disuatu perusahaan tertekan cemas khawatir berlebih hingga agak frustrasi terkadang menangis sendirisaya 2 lulus sekolah dimanapun tempatnya dalam sinkron maka resign menerus menyerah berfikir menyerah baikapakah memiliki kelainan cemas berlebih takut proses senang zona nyaman dirumah tertekanbagaimana solusinya,Mengatasi rasa cemas berlebih dan rasa tertekan saat berada di tempat kerja,https://www.alodokter.com/komunitas/topic/cara-menenangkan--meredakan-rasa-cemas,Gangguan kecemasan sosial,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
dok bgini sdh berumur 19 merasakan takut cemas percaya gugup diajak berbicara berbicara beraturan pastinya berbicara oranglain dada sakit kadang sbelum mencoba mlakukan pikiran sdh negatif sperti smp dok mengatasi bgimana dok,"Penyebab takut, cemas ,tidak percaya diri dan gugup jika diajak bicara",https://www.alodokter.com/komunitas/topic/apakah-saya-memang-mengalami-anti-sosial-dok-,Gangguan kecemasan sosial,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
hallo dok kenalkan nama ricky riau mengalami kaki bergetar dipanggung berhadapan lawan berantem takut lawan musuh dok penyakit derita mencegahnya semoga solusi dokter menyelesaikan terimakasih,Penyebab kaki gemetar saat bertemu lawan,https://www.alodokter.com/komunitas/topic/kaki-bergetar-sendiri,Gangguan kecemasan sosial,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
selamat malam dok menanyakan aman susah bergaul dibanding canggung nyaman beban beradaptasi lingkungan kadang membuat menyerah mengundurkan kerja apa2 menyerah berbaur pemalu kadang diluar rumah nyaman diluar rumah enakan parah suka bingung buka topik pembicaraan suka kadang berfikir menikah lawan mendekati hati kaya geli gabisa dok salah sih dok nyaman kerja lingkungan kerja nya baik2 kepribadian hati salah berbaur mohon dok,"Penyebab sulit bergaul, beradaptasi dan lebih suka sendiri",https://www.alodokter.com/komunitas/topic/psikologi6da3fb,Gangguan kecemasan sosial,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
selamat siang dokter pusing lemas gelisah pingsan keramaian pengap pasar menderita phobia keramaian pasar kerumunan mall kuliah hampir benar iya menderita phobia keramaian mengatasinya dokter,"Pusing, lemas, dan gelisah saat berada di tempat keramaian",https://www.alodokter.com/komunitas/topic/apa-saya-menderita-phobia--,Gangguan kecemasan sosial,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
halo dok izin gagap mengontrol bicara berbicara tua berbicara publik presentasi tubuh gemetaran berbicara melakukan persiapan matang kegagapan kambuh mencoba berbicara sulit menjalin sosial mudah menangis emosi gugup menggangu kecil kekerasan fisik verbal ibu membaca artikel mengatasi kecemasan menulis buku harian curhat mencoba menulis buku harian hentikan ibu membacanya menjadikan curahan hati tulis bahan ejekan marah curhat menjelekkan ibu trauma parah,Penyebab sulit berkomunikasi dan menjalin hubungan dengan orang lain,https://www.alodokter.com/komunitas/topic/sulit-berkomunikasi-dan-menjalin-hubungan-dengan-orang-lain,Gangguan kecemasan sosial,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
halo dok laki laki berumur 15 attracted laki laki segelintir 3 overworrying memutuskan memberanikan memberitahukan tua parah ayo distop pikir tua agak dugaan menanggapi santai memang krisis identitas tua tua dokter keesokan tua mengalami aneh attracted laki laki mengalami serangan panik berlebih setelahnya berkonsultasi psikolog panik nyaman melihat laki laki attracted keraguan sembuh attracted mencoba melupakan kejadian bermula overworrying mama mengingat maka kejadian sulit dilupakan memang sulit melupakannya lakukan hilang,Terlalu khawatir terhadap lawan jenis,https://www.alodokter.com/komunitas/topic/same-sex-attraction--krisis-identitas--dan-overworrying,Gangguan kecemasan sosial,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
dok takut keluar rumah cemas likungan sosial,Penyebab takut untuk keluar rumah dan merasa cemas saat bersosialisasi,https://www.alodokter.com/komunitas/topic/saya-kenapa-kah,Gangguan kecemasan sosial,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
dok suka gak suka bergaul anti sosial,Lebih suka sendiri dan tidak suka bergaul dengan orang lain,https://www.alodokter.com/komunitas/topic/psikologi1785d1,Gangguan kecemasan sosial,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
selamat pagi dok susah tidur gejala alami mudah gelisah khawatir berlebihan dok sakit rasakan langsug khawatir sakit membahayakan nyawa dalam dugaan terkadang sulit mengontrol emosi kadang takut cemas lain-lain menggangu dalam keadaan gelisah dalam keadaan gelisah merasakan kematian mati sulit tidur dok mengganggu malam slalu bermimpi sampai2 kadang mimpi buruk kira2 menderita penyakit mental penyakit saraf iya dok berobat yaa psikiater dokter saraf dalam pengawasan perobatan dokter penyakit dalam ceritakan konidisi tsb dirujuk dokter dok terima kasih dok mohon responnya,"Susah tidur, mudah gelisah, dan khawatir berlebihan",https://www.alodokter.com/komunitas/topic/apakah-saya-mengalami-gangguan-mental-atau-gangguan-saraf,Gangguan kecemasan sosial,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
dok merasakan tekanan bahagia kecemasan berlebihan ketakutan keramaian merasakan perubahan mood yanh drastis bahagia detik merasakan sedih sata penyebabnya bersekolah situ tugas kelompok membuat kelompok takut gemetar cemas marah emosi terkendali gangguan mental iya,Ciri-ciri gangguan mental,https://www.alodokter.com/komunitas/topic/apakah-ini-termasuk-gangguan-mental-,Gangguan kecemasan sosial,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
